10;5;02;2015;01; ;400000,00
11;5;1;Abertura de créditos especiais a partir da reserva de contingência.;400000,00
10;6;02;2015;05; ;350000,00
11;6;1;Abertura de créditos especiais a partir da reserva de contingência.;350000,00
10;7;02;2015;07; ;9881870,10
11;7;1;Gerenciar da melhor forma as ações voltadas para a qualidade do gasto, monitorando permanentemente as despesas de modo a manter o equilíbrio fiscal. ;9881870,10
10;8;02;2015;09; ;300000,00
11;8;1;Gerenciar da melhor forma as ações voltadas para a qualidade do gasto, monitorando permanentemente as despesas de modo a manter o equilíbrio fiscal.  ;300000,00
