10;000000001319113;02;00401;04;122;0002;0001; ;319113;1000000,00
11;000000001319113;100;1000000,00
10;000000001339197;02;00401;04;122;0002;0001; ;339197;5000,00
11;000000001339197;100;5000,00
10;000000002329021;02;00301;04;123;0057;0002; ;329021;5000,00
11;000000002329021;100;5000,00
10;000000002329022;02;00301;04;123;0057;0002; ;329022;1000,00
11;000000002329022;100;1000,00
10;000000002329093;02;00301;04;123;0057;0002; ;329093;1000,00
11;000000002329093;100;1000,00
10;000000002329121;02;00301;04;123;0057;0002; ;329121;110000,00
11;000000002329121;100;110000,00
10;000000002339093;02;00301;04;123;0057;0002; ;339093;1000,00
11;000000002339093;100;1000,00
10;000000002469071;02;00301;04;123;0057;0002; ;469071;1260000,00
11;000000002469071;100;1260000,00
10;000000002469077;02;00301;04;123;0057;0002; ;469077;1000,00
11;000000002469077;100;1000,00
10;000000002469171;02;00301;04;123;0057;0002; ;469171;400000,00
11;000000002469171;100;400000,00
10;000000009999999;02;09999;99;999;9999;0009; ;999999;450000,00
11;000000009999999;100;450000,00
10;000001001339030;02;01001;27;812;0003;1001; ;339030;30100,00
11;000001001339030;100;30000,00
11;000001001339030;124;100,00
10;000001001339036;02;01001;27;812;0003;1001; ;339036;5100,00
11;000001001339036;124;100,00
11;000001001339036;100;5000,00
10;000001001339039;02;01001;27;812;0003;1001; ;339039;550000,00
11;000001001339039;124;400000,00
11;000001001339039;100;150000,00
10;000001001449051;02;01001;27;812;0003;1001; ;449051;200,00
11;000001001449051;124;100,00
11;000001001449051;100;100,00
10;000001002337170;02;01101;18;452;0005;1002; ;337170;50000,00
11;000001002337170;100;50000,00
10;000001004339030;02;00801;15;541;0038;1004; ;339030;1100,00
11;000001004339030;100;100,00
11;000001004339030;124;1000,00
10;000001004339036;02;00801;15;541;0038;1004; ;339036;100,00
11;000001004339036;100;100,00
10;000001004339039;02;00801;15;541;0038;1004; ;339039;1100,00
11;000001004339039;124;1000,00
11;000001004339039;100;100,00
10;000001006339030;02;00501;13;392;0015;1006; ;339030;3500,00
11;000001006339030;100;3500,00
10;000001006339036;02;00501;13;392;0015;1006; ;339036;10000,00
11;000001006339036;100;10000,00
10;000001006339039;02;00501;13;392;0015;1006; ;339039;2000,00
11;000001006339039;100;2000,00
10;000001007335041;02;00502;13;392;0019;1007; ;335041;200,00
11;000001007335041;100;100,00
11;000001007335041;124;100,00
10;000001007339030;02;00502;13;392;0019;1007; ;339030;400,00
11;000001007339030;100;300,00
11;000001007339030;124;100,00
10;000001007339036;02;00502;13;392;0019;1007; ;339036;3100,00
11;000001007339036;124;100,00
11;000001007339036;100;3000,00
10;000001007339039;02;00502;13;392;0019;1007; ;339039;1100,00
11;000001007339039;100;1000,00
11;000001007339039;124;100,00
10;000001010339030;02;00702;08;244;0023;1010; ;339030;3000,00
11;000001010339030;100;2000,00
11;000001010339030;156;1000,00
10;000001010339032;02;00702;08;244;0023;1010; ;339032;3000,00
11;000001010339032;100;2000,00
11;000001010339032;156;1000,00
10;000001010339036;02;00702;08;244;0023;1010; ;339036;1500,00
11;000001010339036;156;500,00
11;000001010339036;100;1000,00
10;000001010339039;02;00702;08;244;0023;1010; ;339039;3000,00
11;000001010339039;100;2000,00
11;000001010339039;156;1000,00
10;000001012339030;02;00901;12;365;0025;1012; ;339030;7200,00
11;000001012339030;122;100,00
11;000001012339030;101;6000,00
11;000001012339030;100;1000,00
11;000001012339030;147;100,00
10;000001012339036;02;00901;12;365;0025;1012; ;339036;50400,00
11;000001012339036;122;100,00
11;000001012339036;146;50000,00
11;000001012339036;100;100,00
11;000001012339036;101;100,00
11;000001012339036;147;100,00
10;000001012339039;02;00901;12;365;0025;1012; ;339039;51200,00
11;000001012339039;101;50000,00
11;000001012339039;100;1000,00
11;000001012339039;122;100,00
11;000001012339039;147;100,00
10;000001012449051;02;00901;12;365;0025;1012; ;449051;156200,00
11;000001012449051;122;100,00
11;000001012449051;101;150000,00
11;000001012449051;147;1000,00
11;000001012449051;146;5000,00
11;000001012449051;100;100,00
10;000001012449052;02;00901;12;365;0025;1012; ;449052;1022400,00
11;000001012449052;101;50000,00
11;000001012449052;122;100,00
11;000001012449052;147;100,00
11;000001012449052;146;971200,00
11;000001012449052;100;1000,00
10;000001013339030;02;00901;12;365;0026;1013; ;339030;5800,00
11;000001013339030;147;100,00
11;000001013339030;146;100,00
11;000001013339030;101;5000,00
11;000001013339030;100;500,00
11;000001013339030;122;100,00
10;000001013339036;02;00901;12;365;0026;1013; ;339036;2200,00
11;000001013339036;147;100,00
11;000001013339036;101;1000,00
11;000001013339036;122;100,00
11;000001013339036;100;1000,00
10;000001013339039;02;00901;12;365;0026;1013; ;339039;6200,00
11;000001013339039;101;5000,00
11;000001013339039;100;1000,00
11;000001013339039;147;100,00
11;000001013339039;122;100,00
10;000001013449051;02;00901;12;365;0026;1013; ;449051;20300,00
11;000001013449051;100;100,00
11;000001013449051;122;100,00
11;000001013449051;101;20000,00
11;000001013449051;147;100,00
10;000001013449052;02;00901;12;365;0026;1013; ;449052;20700,00
11;000001013449052;147;100,00
11;000001013449052;100;500,00
11;000001013449052;101;20000,00
11;000001013449052;122;100,00
10;000001014339030;02;00901;12;361;0027;1014; ;339030;12800,00
11;000001014339030;101;12000,00
11;000001014339030;122;100,00
11;000001014339030;100;500,00
11;000001014339030;146;100,00
11;000001014339030;147;100,00
10;000001014339036;02;00901;12;361;0027;1014; ;339036;50300,00
11;000001014339036;101;50000,00
11;000001014339036;147;100,00
11;000001014339036;122;100,00
11;000001014339036;100;100,00
10;000001014339039;02;00901;12;361;0027;1014; ;339039;50300,00
11;000001014339039;147;100,00
11;000001014339039;100;100,00
11;000001014339039;122;100,00
11;000001014339039;101;50000,00
10;000001014449051;02;00901;12;361;0027;1014; ;449051;151300,00
11;000001014449051;147;1000,00
11;000001014449051;100;100,00
11;000001014449051;101;150000,00
11;000001014449051;122;100,00
11;000001014449051;146;100,00
10;000001014449052;02;00901;12;361;0027;1014; ;449052;21700,00
11;000001014449052;147;100,00
11;000001014449052;100;1000,00
11;000001014449052;146;100,00
11;000001014449052;101;20000,00
11;000001014449052;122;500,00
10;000001024339030;02;00801;15;451;0039;1024; ;339030;10000,00
11;000001024339030;100;10000,00
10;000001024339036;02;00801;15;451;0039;1024; ;339036;20000,00
11;000001024339036;100;20000,00
10;000001024339039;02;00801;15;451;0039;1024; ;339039;50000,00
11;000001024339039;100;50000,00
10;000001024449051;02;00801;15;451;0039;1024; ;449051;1000,00
11;000001024449051;100;1000,00
10;000001024449093;02;00801;15;451;0039;1024; ;449093;1000,00
11;000001024449093;100;1000,00
10;000001028449051;02;00901;12;365;0025;1028; ;449051;650300,00
11;000001028449051;147;100,00
11;000001028449051;122;100,00
11;000001028449051;101;100,00
11;000001028449051;146;650000,00
10;000001031339030;02;01402;10;301;0045;1031; ;339030;500,00
11;000001031339030;123;100,00
11;000001031339030;102;100,00
11;000001031339030;153;100,00
11;000001031339030;155;100,00
11;000001031339030;148;100,00
10;000001031339036;02;01402;10;301;0045;1031; ;339036;500,00
11;000001031339036;123;100,00
11;000001031339036;148;100,00
11;000001031339036;153;100,00
11;000001031339036;102;100,00
11;000001031339036;155;100,00
10;000001031339039;02;01402;10;301;0045;1031; ;339039;1400,00
11;000001031339039;148;100,00
11;000001031339039;102;1000,00
11;000001031339039;155;100,00
11;000001031339039;123;100,00
11;000001031339039;153;100,00
10;000001031449051;02;01402;10;301;0045;1031; ;449051;288400,00
11;000001031449051;148;100,00
11;000001031449051;155;100,00
11;000001031449051;102;100,00
11;000001031449051;123;100,00
11;000001031449051;153;288000,00
10;000001031449052;02;01402;10;301;0045;1031; ;449052;500,00
11;000001031449052;148;100,00
11;000001031449052;123;100,00
11;000001031449052;153;100,00
11;000001031449052;155;100,00
11;000001031449052;102;100,00
10;000001032339030;02;01402;10;302;0045;1032; ;339030;500,00
11;000001032339030;102;100,00
11;000001032339030;155;100,00
11;000001032339030;123;100,00
11;000001032339030;149;100,00
11;000001032339030;153;100,00
10;000001032339036;02;01402;10;302;0045;1032; ;339036;500,00
11;000001032339036;102;100,00
11;000001032339036;149;100,00
11;000001032339036;155;100,00
11;000001032339036;123;100,00
11;000001032339036;153;100,00
10;000001032339039;02;01402;10;302;0045;1032; ;339039;1400,00
11;000001032339039;149;100,00
11;000001032339039;153;100,00
11;000001032339039;102;1000,00
11;000001032339039;123;100,00
11;000001032339039;155;100,00
10;000001032449051;02;01402;10;302;0045;1032; ;449051;210300,00
11;000001032449051;153;100,00
11;000001032449051;149;200000,00
11;000001032449051;102;100,00
11;000001032449051;123;10000,00
11;000001032449051;155;100,00
10;000001032449052;02;01402;10;302;0045;1032; ;449052;105300,00
11;000001032449052;153;100,00
11;000001032449052;155;5000,00
11;000001032449052;102;100,00
11;000001032449052;149;100000,00
11;000001032449052;123;100,00
10;000001033339030;02;01402;10;303;0045;1033; ;339030;300,00
11;000001033339030;102;100,00
11;000001033339030;155;100,00
11;000001033339030;123;100,00
10;000001033339036;02;01402;10;303;0045;1033; ;339036;300,00
11;000001033339036;123;100,00
11;000001033339036;102;100,00
11;000001033339036;155;100,00
10;000001033339039;02;01402;10;303;0045;1033; ;339039;300,00
11;000001033339039;102;100,00
11;000001033339039;123;100,00
11;000001033339039;155;100,00
10;000001033449051;02;01402;10;303;0045;1033; ;449051;100200,00
11;000001033449051;123;100000,00
11;000001033449051;155;100,00
11;000001033449051;102;100,00
10;000001033449052;02;01402;10;303;0045;1033; ;449052;300,00
11;000001033449052;155;100,00
11;000001033449052;102;100,00
11;000001033449052;123;100,00
10;000001034449052;02;01402;10;301;0045;1034; ;449052;132200,00
11;000001034449052;148;10000,00
11;000001034449052;123;100,00
11;000001034449052;102;100,00
11;000001034449052;155;10000,00
11;000001034449052;153;112000,00
10;000001035449052;02;01402;10;302;0045;1035; ;449052;11300,00
11;000001035449052;153;100,00
11;000001035449052;149;10000,00
11;000001035449052;102;1000,00
11;000001035449052;155;100,00
11;000001035449052;123;100,00
10;000001036449052;02;01402;10;122;0045;1036; ;449052;1500,00
11;000001036449052;155;100,00
11;000001036449052;102;1000,00
11;000001036449052;150;100,00
11;000001036449052;152;100,00
11;000001036449052;123;100,00
11;000001036449052;153;100,00
10;000001037449052;02;01402;10;304;0045;1037; ;449052;10300,00
11;000001037449052;155;9000,00
11;000001037449052;153;100,00
11;000001037449052;123;100,00
11;000001037449052;102;1000,00
11;000001037449052;150;100,00
10;000001038449052;02;01402;10;305;0045;1038; ;449052;25300,00
11;000001038449052;123;100,00
11;000001038449052;155;15000,00
11;000001038449052;153;100,00
11;000001038449052;102;100,00
11;000001038449052;150;10000,00
10;000001039339030;02;01201;16;482;0048;1039; ;339030;200,00
11;000001039339030;124;100,00
11;000001039339030;100;100,00
10;000001039339036;02;01201;16;482;0048;1039; ;339036;200,00
11;000001039339036;124;100,00
11;000001039339036;100;100,00
10;000001039339039;02;01201;16;482;0048;1039; ;339039;200,00
11;000001039339039;124;100,00
11;000001039339039;100;100,00
10;000001039449051;02;01201;16;482;0048;1039; ;449051;300,00
11;000001039449051;190;100,00
11;000001039449051;124;100,00
11;000001039449051;100;100,00
10;000001039449052;02;01201;16;482;0048;1039; ;449052;200,00
11;000001039449052;100;100,00
11;000001039449052;124;100,00
10;000001046339039;02;00401;04;122;0056;1046; ;339039;1000,00
11;000001046339039;100;1000,00
10;000001049339030;02;01402;10;122;0045;1049; ;339030;100,00
11;000001049339030;102;100,00
10;000001049339036;02;01402;10;122;0045;1049; ;339036;100,00
11;000001049339036;102;100,00
